year,movies_name,total_gross,opening_week,opening_date,opening_date_url
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Tomboy,"$14,100,000 ","$1,723,935 ",25-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-01-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Follow That Bird (Sesame St.),"$13,961,370 ","$2,415,626 ",2-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-02&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,One Magic Christmas,"$13,677,222 ","$2,662,241 ",22-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-11-22&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Cat's Eye,"$13,086,298 ","$3,451,191 ",12-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-04-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Vision Quest,"$12,993,175 ","$2,651,665 ",15-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-02-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Real Genius,"$12,952,019 ","$2,557,180 ",9-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-09&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Perfect,"$12,918,858 ","$4,222,810 ",7-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-06-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Compromising Positions,"$12,531,831 ","$3,014,756 ",30-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-30&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Silver Bullet,"$12,361,866 ","$4,013,563 ",11-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-10-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Enemy Mine,"$12,303,411 ","$1,594,702 ",20-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-12-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Lifeforce,"$11,603,545 ","$4,209,136 ",21-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-06-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Just One of the Guys,"$11,528,900 ","$3,307,171 ",26-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-04-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Return of the Jedi (Re-issue),"$11,252,123 ","$3,209,056 ",29-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-03-29&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Return to Oz,"$11,137,801 ","$2,844,895 ",21-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-06-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Krush Groove,"$11,052,713 ","$2,905,293 ",25-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-10-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Gotcha!,"$10,806,919 ","$2,360,484 ",3-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-05-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Missing in Action II: The Beginning,"$10,755,447 ","$3,868,515 ",1-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-03-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,The Purple Rose of Cairo,"$10,631,333 ","$114,095 ",1-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-03-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Moving Violations,"$10,627,754 ","$3,469,488 ",19-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-04-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,After Hours,"$10,609,321 ","$45,435 ",13-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-09-13&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,American Ninja,"$10,499,694 ","$3,234,837 ",30-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-30&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Better Off Dead,"$10,297,601 ","$56,371 ",23-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Lost in America,"$10,179,000 ","$154,877 ",15-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-03-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Once Bitten,"$10,000,000 ","$4,025,657 ",15-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-11-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Brazil,"$9,929,135 ","$30,099 ",18-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-12-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Explorers,"$9,873,044 ","$3,607,340 ",12-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-07-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,The Journey of Natty Gann,"$9,708,373 ","$490,318 ",27-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-09-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Ghostbusters (Re-issue),"$9,389,135 ","$2,085,116 ",23-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-08-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Tuff Turf,"$9,369,329 ","$1,509,380 ",11-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-01-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Sweet Dreams,"$9,085,049 ","$2,161,284 ",4-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-10-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Target,"$9,023,199 ","$2,670,522 ",8-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-11-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Mischief,"$8,692,426 ","$2,618,460 ",8-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-02-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,The Man with One Red Shoe,"$8,645,411 ","$3,139,015 ",19-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-07-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,That Was Then... This Is Now,"$8,630,068 ","$2,502,780 ",8-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-11-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Secret Admirer,"$8,622,757 ","$2,414,984 ",14-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-06-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Stick,"$8,489,518 ","$3,358,299 ",26-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-04-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Twice in a Lifetime,"$8,402,424 ","$1,036,429 ",25-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-10-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Fantasia (Re-issue) (1985),"$8,194,726 ","$980,798 ",8-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-02-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,D.A.R.Y.L.,"$7,840,873 ","$2,649,832 ",14-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-06-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1985&p=.htm,Runaway Train,"$7,683,620 ","$2,601,480 ",6-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1985-12-06&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Top Gun,"$176,781,728 ","$8,193,052 ",16-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-16&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Crocodile Dundee,"$174,803,506 ","$8,038,855 ",26-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-09-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Platoon,"$138,530,565 ","$241,080 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Karate Kid Part II,"$115,103,979 ","$12,652,336 ",20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Star Trek IV: The Voyage Home,"$109,713,132 ","$16,881,888 ",26-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Back to School,"$91,258,000 ","$8,881,035 ",13-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-13&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Aliens,"$85,160,248 ","$10,052,042 ",18-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Golden Child,"$79,817,937 ","$11,549,711 ",12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Ruthless People,"$71,624,879 ","$5,274,306 ",27-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Ferris Bueller's Day Off,"$70,136,369 ","$6,275,647 ",11-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Down and Out in Beverly Hills,"$62,134,225 ","$5,726,495 ",31-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-01-31&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Color of Money,"$52,293,982 ","$6,357,877 ",17-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-17&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Stand by Me,"$52,287,414 ","$242,795 ",8-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Legal Eagles,"$49,851,591 ","$8,043,360 ",20-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-20&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Cobra,"$49,042,224 ","$12,653,032 ",23-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,An American Tail,"$47,483,002 ","$5,234,446 ",21-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Police Academy 3: Back in Training,"$43,579,163 ","$9,049,586 ",21-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Heartbreak Ridge,"$42,724,017 ","$8,100,840 ",5-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-05&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Peggy Sue Got Married,"$41,382,841 ","$6,942,408 ",10-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Poltergeist II: The Other Side,"$40,996,665 ","$12,357,190 ",23-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-23&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Short Circuit,"$40,697,761 ","$5,346,808 ",9-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-09&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Pretty in Pink,"$40,471,663 ","$6,065,870 ",28-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Fly,"$40,456,565 ","$7,007,423 ",15-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Three Amigos,"$39,246,734 ","$5,939,000 ",12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Little Shop of Horrors,"$38,748,395 ","$3,659,884 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,About Last Night...,"$38,702,310 ","$3,152,469 ",4-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Running Scared,"$38,500,726 ","$5,227,757 ",27-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Money Pit,"$37,499,651 ","$5,344,555 ",28-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Gung Ho,"$36,611,610 ","$7,170,830 ",14-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Hannah and Her Sisters,"$35,392,203 ","$1,265,826 ",7-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Nothing in Common,"$32,324,557 ","$3,279,650 ",1-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Children of a Lesser God,"$31,853,080 ","$1,909,084 ",3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Lady and the Tramp (re-issue) (1986),"$31,129,082 ","$2,804,272 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Jumpin' Jack Flash,"$29,844,101 ","$6,006,610 ",10-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Hoosiers,"$28,607,524 ","$220,068 ",14-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Soul Man,"$27,820,000 ","$4,422,179 ",24-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-24&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Wildcats,"$26,285,544 ","$5,472,905 ",14-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Great Mouse Detective,"$25,336,794 ","$3,220,225 ",4-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Heartburn,"$25,314,189 ","$5,783,079 ",25-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-25&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Morning After,"$25,147,055 ","$5,069,926 ",26-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Iron Eagle,"$24,159,872 ","$6,104,754 ",17-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-01-17&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Crimes of the Heart,"$22,905,522 ","$1,402,921 ",12-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-12&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Tough Guys,"$21,458,229 ","$4,565,342 ",3-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-03&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,A Room with a View,"$20,966,644 ","$42,970 ",7-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,F/X,"$20,603,715 ","$3,240,695 ",7-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Friday the 13th Part VI,"$19,472,057 ","$6,750,837 ",1-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,House,"$19,444,631 ","$5,923,972 ",28-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Flight of the Navigator,"$18,564,613 ","$3,115,097 ",30-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-30&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,"Jo Jo Dancer, Your Life is Calling","$18,034,150 ","$4,879,107 ",2-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-02&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Delta Force,"$17,768,900 ","$5,959,505 ",14-Feb,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-02-14&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Song of the South (Re-issue),"$17,659,346 ","$4,203,111 ",21-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Mission,"$17,218,023 ","$40,366 ",31-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-31&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Howard the Duck,"$16,295,774 ","$5,070,136 ",1-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-01&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Raw Deal,"$16,209,459 ","$5,438,978 ",6-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-06&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Armed and Dangerous,"$15,945,534 ","$4,348,276 ",15-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Legend,"$15,502,112 ","$4,261,154 ",18-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-04-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Youngblood,"$15,448,384 ","$4,183,292 ",31-Jan,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-01-31&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Sleeping Beauty (Re-issue),"$15,120,195 ","$2,548,698 ",7-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Psycho III,"$14,481,606 ","$3,238,400 ",4-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Mosquito Coast,"$14,302,779 ","$110,313 ",26-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Sweet Liberty,"$14,205,021 ","$3,160,891 ",16-May,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-05-16&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,One Crazy Summer,"$13,431,806 ","$3,433,952 ",8-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-08&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Extremities,"$13,418,091 ","$2,429,075 ",22-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-22&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Critters,"$13,167,232 ","$1,618,800 ",11-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-04-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,April Fool's Day,"$12,947,763 ","$3,373,779 ",28-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Labyrinth,"$12,729,917 ","$3,549,243 ",27-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-27&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Club Paradise,"$12,308,521 ","$4,152,296 ",11-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-11&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,No Mercy,"$12,303,904 ","$2,198,069 ",19-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Brighton Beach Memoirs,"$11,957,943 ","$2,580,750 ",26-Dec,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-12-26&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Firewalker,"$11,949,484 ","$4,130,323 ",21-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-21&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Big Trouble in Little China,"$11,100,000 ","$2,723,211 ",4-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Under the Cherry Moon,"$10,090,429 ","$3,150,924 ",4-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-04&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Murphy's Law,"$9,947,631 ","$3,388,907 ",18-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-04-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Space Camp,"$9,697,739 ","$2,918,072 ",6-Jun,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-06-06&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Deadly Friend,"$8,988,731 ","$3,804,429 ",10-Oct,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-10-10&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Manhunter,"$8,620,929 ","$2,204,400 ",15-Aug,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-08-15&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Blue Velvet,"$8,551,228 ","$789,409 ",19-Sep,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-09-19&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,The Care Bears Movie 2,"$8,540,346 ","$2,489,750 ",7-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Wise Guys,"$8,475,466 ","$1,324,456 ",18-Apr,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-04-18&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Something Wild,"$8,362,969 ","$1,825,717 ",7-Nov,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-11-07&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Lucas,"$8,200,000 ","$1,250,101 ",28-Mar,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-03-28&p=.htm
https://www.boxofficemojo.com/yearly/chart/?yr=1986&p=.htm,Haunted Honeymoon,"$8,033,397 ","$2,768,003 ",25-Jul,https://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1986-07-25&p=.htm
